   144/599    0.491G   0.04957   0.01629         0    0.0297  0.006413     0.102        64       224    0.8288    0.7431    0.8056    0.3876   0.04382  0.009486         0
   145/599    0.491G   0.04947    0.0159         0   0.02935  0.006307     0.101        59       224    0.8176    0.7707    0.7849    0.3125   0.04453  0.009359         0
   146/599    0.491G   0.05019   0.01645         0   0.02996  0.006119    0.1027        62       224    0.7991    0.7346    0.7735    0.3426   0.04457  0.009305         0
   147/599    0.491G   0.04985   0.01606         0   0.02952  0.006266    0.1017        42       224    0.8312    0.7215    0.7802    0.3419   0.04402  0.009325         0
   148/599    0.491G   0.04916   0.01594         0   0.02916  0.006457    0.1007        75       224    0.8286    0.7494    0.7807    0.3415   0.04353  0.009294         0
   149/599    0.491G   0.05035   0.01673         0   0.03056  0.006367     0.104        64       224    0.8358     0.758    0.7991    0.3653   0.04332  0.009332         0
   150/599    0.491G   0.04938   0.01625         0   0.03054   0.00626    0.1024        63       224    0.8557    0.7428    0.8027    0.3687   0.04417  0.009112         0
   151/599    0.491G   0.04978   0.01663         0   0.03003  0.006233    0.1027        49       224    0.7729    0.7537    0.7776    0.3616    0.0431  0.009564         0
   152/599    0.491G   0.04981   0.01633         0   0.03001  0.006394    0.1025        56       224    0.8624    0.7452    0.7956    0.3713    0.0428   0.00944         0
   153/599    0.491G   0.05036   0.01695         0   0.02986  0.006161    0.1033        52       224    0.8766    0.7239    0.7799    0.3452   0.04335  0.009328         0
   154/599    0.491G   0.04965   0.01639         0    0.0303   0.00629    0.1026        51       224    0.8305    0.7596    0.8052    0.3839   0.04318  0.009248         0
   155/599    0.491G   0.04979    0.0162         0   0.03029  0.006404    0.1027        51       224    0.8102    0.7706    0.7819     0.351   0.04325  0.009351         0
   156/599    0.491G   0.04911   0.01625         0   0.02918  0.006259    0.1008        62       224      0.85    0.7728    0.8107     0.369   0.04381  0.009447         0
   157/599    0.491G   0.04953   0.01648         0   0.03038  0.006237    0.1026        47       224    0.8665    0.7856    0.8059    0.3758   0.04197  0.009191         0
   158/599    0.491G    0.0497   0.01641         0   0.02918  0.006578    0.1019        51       224    0.8564    0.7516    0.8061    0.3729   0.04336  0.009173         0
   159/599    0.491G   0.04901   0.01611         0   0.02953  0.006272    0.1009        55       224    0.8673    0.7493    0.7878    0.3495   0.04347  0.009377         0
   160/599    0.491G   0.04943   0.01635         0   0.02905  0.005952    0.1008        48       224    0.8739    0.7219    0.8018    0.3829   0.04276  0.009008         0
   161/599    0.491G   0.04908   0.01602         0   0.02856  0.006423    0.1001        62       224    0.8827     0.724    0.8012     0.393   0.04206  0.009149         0
   162/599    0.491G   0.04943   0.01616         0   0.02859  0.006144    0.1003        58       224    0.8347    0.7643    0.7914    0.3484   0.04296  0.009142         0
   163/599    0.491G   0.04954   0.01604         0   0.02906  0.006433    0.1011        57       224    0.8114    0.7492    0.7705     0.366   0.04485  0.009268         0
   164/599    0.491G   0.04922   0.01628         0   0.02983  0.006214    0.1015        47       224    0.8627    0.7473    0.8135      0.37   0.04236  0.009283         0
   165/599    0.491G   0.04912   0.01576         0   0.02927  0.006515    0.1007        63       224    0.8468    0.7749    0.8019    0.3619   0.04251  0.009262         0
   166/599    0.491G   0.04945   0.01617         0   0.02958  0.006212    0.1014        48       224    0.8575    0.7281    0.7857    0.3668     0.043  0.009312         0
   167/599    0.491G   0.04901   0.01611         0   0.02939  0.006117    0.1006        63       224    0.8504    0.7728    0.8118    0.3616   0.04302  0.009231         0
   168/599    0.491G    0.0489   0.01588         0   0.02915  0.006335    0.1003        58       224    0.8822    0.7665    0.8122    0.3921   0.04202  0.009026         0
   169/599    0.491G   0.04998   0.01631         0   0.02941  0.006278     0.102        56       224    0.8831    0.7536    0.8103    0.3712   0.04357  0.009085         0
   170/599    0.491G   0.04953   0.01603         0   0.02984  0.006202    0.1016        50       224    0.8654    0.7516    0.7912    0.3079   0.04458  0.009263         0
   171/599    0.491G   0.04927    0.0165         0    0.0299  0.006273    0.1019        61       224    0.8713    0.7665    0.8104    0.3933   0.04229  0.009232         0
   172/599    0.491G   0.04933   0.01591         0   0.02887  0.006134    0.1002        63       224    0.8655     0.741    0.8097    0.3705    0.0424   0.00897         0
   173/599    0.491G   0.04933   0.01654         0    0.0287  0.006414     0.101        53       224    0.8752    0.7601     0.826    0.3808   0.04211  0.009227         0
   174/599    0.491G   0.04869   0.01597         0   0.02902  0.006298   0.09999        53       224    0.8569    0.7898     0.832    0.3826   0.04168  0.009306         0
   175/599    0.491G   0.04951   0.01606         0   0.02918  0.006224     0.101        55       224    0.8132    0.7856    0.8111    0.3495   0.04263  0.009133         0
   176/599    0.491G   0.04932   0.01648         0   0.02902  0.006349    0.1012        60       224    0.8659     0.741    0.8056    0.3797   0.04151  0.009152         0
   177/599    0.491G    0.0493   0.01616         0   0.02915  0.006274    0.1009        45       224    0.8076    0.8025    0.8186    0.3594   0.04279  0.009098         0
   178/599    0.491G   0.04957   0.01604         0   0.02921  0.006256    0.1011        51       224    0.8406    0.7728    0.8174    0.3946   0.04256  0.009073         0
   179/599    0.491G    0.0487   0.01605         0    0.0288  0.006303   0.09986        57       224     0.863    0.7491    0.8191    0.3864   0.04273  0.008983         0
   180/599    0.491G   0.04855   0.01561         0   0.02897  0.006087   0.09922        41       224    0.8614    0.7707    0.8137     0.348   0.04273   0.00902         0
   181/599    0.491G   0.04868   0.01589         0   0.02906  0.006291   0.09993        47       224    0.8582    0.7749     0.824    0.4129   0.04202  0.009035         0
   182/599    0.491G   0.04841   0.01619         0   0.02862  0.006017   0.09923        57       224    0.8698    0.7707    0.8133    0.3808    0.0412  0.009003         0
